Observation URI,references,refArea,PercentageofEducationlevelofresidents-illeterate,PercentageofSchooldropout,PercentageofEducationlevelofresidents-university,publisher,PercentageofEducationlevelofresidents-secondary,PercentageofEducationlevelofresidents-intermediate,PercentageofEducationlevelofresidents-vocational,PercentageofEducationlevelofresidents-elementary,PercentageofEducationlevelofresidents-highereducation,refArea District,refArea Governorate,Town,dataset
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Bchamoun,https://impact.cib.gov.lb/home#open_data_section,nan,NaN,NaN,NaN,Impact Open Data,NaN,NaN,NaN,NaN,NaN,Aley_District,Mount_Lebanon_Governorate,Bchamoun,Educational_Level-Lebanon-2023
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Bchannine,https://impact.cib.gov.lb/home#open_data_section,nan,1e+00,0e+00,9e+00,Impact Open Data,3.5e+01,3e+01,1e+01,1.5e+01,0e+00,Zgharta_District,North_Governorate,Bchannine,Educational_Level-Lebanon-2023
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Bcharreh,https://impact.cib.gov.lb/home#open_data_section,nan,1.4e+01,0e+00,1.6e+01,Impact Open Data,1.4e+01,1.4e+01,1.4e+01,1.4e+01,1.4e+01,Bsharri_District,North_Governorate,Bcharreh,Educational_Level-Lebanon-2023
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Bcheaali,https://impact.cib.gov.lb/home#open_data_section,nan,2e+00,1e+00,2.5e+01,Impact Open Data,2e+01,1e+01,1.5e+01,1.8e+01,1e+01,Batroun_District,North_Governorate,Bcheaali,Educational_Level-Lebanon-2023
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Bchtfine,https://impact.cib.gov.lb/home#open_data_section,nan,0e+00,1e+01,1.5e+01,Impact Open Data,4e+01,2e+01,5e+00,1e+01,1e+01,Chouf_District,Mount_Lebanon_Governorate,Bchtfine,Educational_Level-Lebanon-2023
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Bdadoun,https://impact.cib.gov.lb/home#open_data_section,nan,5e+00,1e+00,3e+01,Impact Open Data,2e+01,5e+00,1e+01,1e+01,2e+01,Aley_District,Mount_Lebanon_Governorate,Bdadoun,Educational_Level-Lebanon-2023
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Bdebba,https://impact.cib.gov.lb/home#open_data_section,nan,4e+00,5e+00,1.5e+01,Impact Open Data,2e+01,2.2e+01,5e+00,2.8e+01,6e+00,Koura_District,North_Governorate,Bdebba,Educational_Level-Lebanon-2023
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Bebnine,https://impact.cib.gov.lb/home#open_data_section,nan,5e+00,1e+01,2.7e+01,Impact Open Data,3e+01,2e+01,5e+00,1e+01,3e+00,Akkar_District,Akkar_Governorate,Bebnine,Educational_Level-Lebanon-2023
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Bechmizzine,https://impact.cib.gov.lb/home#open_data_section,nan,0e+00,0e+00,4e+01,Impact Open Data,2e+01,2e+01,6e+00,4e+00,1e+01,Koura_District,North_Governorate,Bechmizzine,Educational_Level-Lebanon-2023
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Bechouat,https://impact.cib.gov.lb/home#open_data_section,nan,1e+00,0e+00,2.8e+01,Impact Open Data,2e+01,2e+01,2e+01,9e+00,2e+00,Baalbek_District,Baalbek-Hermel_Governorate,Bechouat,Educational_Level-Lebanon-2023
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Bechtoudar,https://impact.cib.gov.lb/home#open_data_section,nan,4e+01,3e+01,1e+01,Impact Open Data,1e+01,1.5e+01,1e+01,1.5e+01,0e+00,Batroun_District,North_Governorate,Bechtoudar,Educational_Level-Lebanon-2023
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Beddaoui,https://impact.cib.gov.lb/home#open_data_section,nan,NaN,NaN,NaN,Impact Open Data,NaN,NaN,NaN,NaN,NaN,"Tripoli_District,_Lebanon",North_Governorate,Beddaoui,Educational_Level-Lebanon-2023
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Bedghan+Oua+Ouadi+Bedghan,https://impact.cib.gov.lb/home#open_data_section,nan,1e+00,1e+00,5e+01,Impact Open Data,2e+01,1e+01,5e+00,1e+01,4e+00,Aley_District,Mount_Lebanon_Governorate,Bedghan Oua Ouadi Bedghan,Educational_Level-Lebanon-2023
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Bedias,https://impact.cib.gov.lb/home#open_data_section,nan,NaN,NaN,NaN,Impact Open Data,NaN,NaN,NaN,NaN,NaN,Tyre_District,South_Governorate,Bedias,Educational_Level-Lebanon-2023
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Bednayel+El-Koura,https://impact.cib.gov.lb/home#open_data_section,nan,1e+00,0e+00,1.5e+01,Impact Open Data,3e+01,3.5e+01,1e+01,7e+00,2e+00,Koura_District,North_Governorate,Bednayel El-Koura,Educational_Level-Lebanon-2023
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Behdaydat,https://impact.cib.gov.lb/home#open_data_section,nan,3e+00,NaN,NaN,Impact Open Data,NaN,1.5e+01,NaN,5e+01,NaN,Byblos_District,Mount_Lebanon_Governorate,Behdaydat,Educational_Level-Lebanon-2023
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Behnine,https://impact.cib.gov.lb/home#open_data_section,nan,0e+00,1e+00,2e+01,Impact Open Data,3.5e+01,1e+01,5e+00,1e+01,2e+01,Jezzine_District,South_Governorate,Behnine,Educational_Level-Lebanon-2023
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Behouaita,https://impact.cib.gov.lb/home#open_data_section,nan,1.5e+01,1e+02,2.5e+01,Impact Open Data,1.5e+01,1.5e+01,1e+01,1.5e+01,5e+00,MiniyehâDanniyeh_District,North_Governorate,Behouaita,Educational_Level-Lebanon-2023
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Beino,https://impact.cib.gov.lb/home#open_data_section,nan,0e+00,1.5e+01,3e+01,Impact Open Data,3e+01,2e+01,5e+00,5e+00,1e+01,Akkar_District,Akkar_Governorate,Beino,Educational_Level-Lebanon-2023
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Beit+Ayoub,https://impact.cib.gov.lb/home#open_data_section,nan,1e+01,5e+00,1e+01,Impact Open Data,2e+01,2e+01,1.5e+01,1.5e+01,1e+01,Akkar_District,Akkar_Governorate,Beit Ayoub,Educational_Level-Lebanon-2023
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Beit+Chama,https://impact.cib.gov.lb/home#open_data_section,nan,7e+00,5e+00,3e+01,Impact Open Data,1.5e+01,8e+00,7e+00,2e+01,1.3e+01,Baalbek_District,Baalbek-Hermel_Governorate,Beit Chama,Educational_Level-Lebanon-2023
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Beit+Chlala,https://impact.cib.gov.lb/home#open_data_section,nan,0e+00,0e+00,4.5e+01,Impact Open Data,2e+01,2e+01,5e+00,5e+00,5e+00,Batroun_District,North_Governorate,Beit Chlala,Educational_Level-Lebanon-2023
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Beit+Ed-Dine,https://impact.cib.gov.lb/home#open_data_section,nan,0e+00,0e+00,3e+01,Impact Open Data,2e+01,1e+01,2e+01,5e+00,1.5e+01,Chouf_District,Mount_Lebanon_Governorate,Beit Ed-Dine,Educational_Level-Lebanon-2023
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Beit+El+Haj,https://impact.cib.gov.lb/home#open_data_section,nan,1e+01,2e+00,1e+01,Impact Open Data,1e+01,2e+01,5e+00,4e+01,5e+00,Akkar_District,Akkar_Governorate,Beit El Haj,Educational_Level-Lebanon-2023
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Beit+El-Faqs,https://impact.cib.gov.lb/home#open_data_section,nan,5e+00,4e+00,3e+01,Impact Open Data,2e+01,1e+01,1.5e+01,1e+01,1e+01,MiniyehâDanniyeh_District,North_Governorate,Beit El-Faqs,Educational_Level-Lebanon-2023
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Beit+El-Haouch,https://impact.cib.gov.lb/home#open_data_section,nan,5e+00,2e+00,5e+00,Impact Open Data,2e+01,2e+01,2e+01,3e+01,0e+00,Akkar_District,Akkar_Governorate,Beit El-Haouch,Educational_Level-Lebanon-2023
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Beit+El-Kekko,https://impact.cib.gov.lb/home#open_data_section,nan,0e+00,0e+00,4.5e+01,Impact Open Data,2e+01,1e+01,1e+01,1e+01,5e+00,Matn_District,Mount_Lebanon_Governorate,Beit El-Kekko,Educational_Level-Lebanon-2023
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Beit+Haouik,https://impact.cib.gov.lb/home#open_data_section,nan,2e+00,5e+00,3e+00,Impact Open Data,5e+00,3e+01,1e+01,5e+01,0e+00,MiniyehâDanniyeh_District,North_Governorate,Beit Haouik,Educational_Level-Lebanon-2023
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Beit+Hbaq,https://impact.cib.gov.lb/home#open_data_section,nan,1e+01,0e+00,1e+01,Impact Open Data,1e+01,3e+01,1e+01,2e+01,1e+01,Byblos_District,Mount_Lebanon_Governorate,Beit Hbaq,Educational_Level-Lebanon-2023
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Beit+Kassab,https://impact.cib.gov.lb/home#open_data_section,nan,NaN,NaN,NaN,Impact Open Data,NaN,NaN,NaN,NaN,NaN,Batroun_District,North_Governorate,Beit Kassab,Educational_Level-Lebanon-2023
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Beit+Lahia,https://impact.cib.gov.lb/home#open_data_section,nan,1e+01,0e+00,2e+01,Impact Open Data,2e+01,2e+01,5e+00,1e+01,1.5e+01,Rashaya_District,Beqaa_Governorate,Beit Lahia,Educational_Level-Lebanon-2023
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Beit+Lif,https://impact.cib.gov.lb/home#open_data_section,nan,6e+00,2e+00,9e+00,Impact Open Data,1.5e+01,1.7e+01,1.5e+01,3.4e+01,4e+00,Bint_Jbeil_District,Nabatieh_Governorate,Beit Lif,Educational_Level-Lebanon-2023
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Beit+Mellat,https://impact.cib.gov.lb/home#open_data_section,nan,1e+00,0e+00,3.9e+01,Impact Open Data,1.5e+01,5e+00,1.5e+01,5e+00,2e+01,Akkar_District,Akkar_Governorate,Beit Mellat,Educational_Level-Lebanon-2023
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Beit+Meri,https://impact.cib.gov.lb/home#open_data_section,nan,1e+00,1e+00,2.4e+01,Impact Open Data,1e+01,2.5e+01,1e+01,2e+01,1e+01,Matn_District,Mount_Lebanon_Governorate,Beit Meri,Educational_Level-Lebanon-2023
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Beit+Monzer,https://impact.cib.gov.lb/home#open_data_section,nan,1e+01,2e+01,2e+01,Impact Open Data,2e+01,1e+01,2e+01,1e+01,1e+01,Bsharri_District,North_Governorate,Beit Monzer,Educational_Level-Lebanon-2023
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Beit+Obeid,https://impact.cib.gov.lb/home#open_data_section,nan,2e+00,1e+01,3e+01,Impact Open Data,2e+01,1.3e+01,2e+01,5e+00,1e+01,Zgharta_District,North_Governorate,Beit Obeid,Educational_Level-Lebanon-2023
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Beit+Yahoun,https://impact.cib.gov.lb/home#open_data_section,nan,NaN,NaN,NaN,Impact Open Data,NaN,NaN,NaN,NaN,NaN,Bint_Jbeil_District,Nabatieh_Governorate,Beit Yahoun,Educational_Level-Lebanon-2023
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Beit+Younes,https://impact.cib.gov.lb/home#open_data_section,nan,3e+00,0e+00,8e+00,Impact Open Data,1.2e+01,3e+01,5e+00,4e+01,2e+00,Akkar_District,Akkar_Governorate,Beit Younes,Educational_Level-Lebanon-2023
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Bejjeh,https://impact.cib.gov.lb/home#open_data_section,nan,NaN,NaN,NaN,Impact Open Data,NaN,NaN,NaN,NaN,NaN,Byblos_District,Mount_Lebanon_Governorate,Bejjeh,Educational_Level-Lebanon-2023
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Bekhaaz,https://impact.cib.gov.lb/home#open_data_section,nan,7e+00,1e+00,1.2e+01,Impact Open Data,1.5e+01,3.5e+01,4e+00,2.5e+01,2e+00,Byblos_District,Mount_Lebanon_Governorate,Bekhaaz,Educational_Level-Lebanon-2023
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Benouati+Jezzine,https://impact.cib.gov.lb/home#open_data_section,nan,1e+00,1e+00,1e+01,Impact Open Data,9e+00,2e+01,3e+01,2e+01,1e+01,Jezzine_District,South_Governorate,Benouati Jezzine,Educational_Level-Lebanon-2023
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Bent+Jbeil,https://impact.cib.gov.lb/home#open_data_section,nan,3e+00,5e+00,1e+01,Impact Open Data,2e+01,4e+01,1.8e+01,7e+00,2e+00,Bint_Jbeil_District,Nabatieh_Governorate,Bent Jbeil,Educational_Level-Lebanon-2023
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Beqaata+Aachqout,https://impact.cib.gov.lb/home#open_data_section,Beqaa_Governorate,NaN,NaN,NaN,Impact Open Data,NaN,NaN,NaN,NaN,NaN,Keserwan_District,Mount_Lebanon_Governorate,Beqaata Aachqout,Educational_Level-Lebanon-2023
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Beqaata+Kanaan,https://impact.cib.gov.lb/home#open_data_section,Beqaa_Governorate,5e+00,0e+00,3e+01,Impact Open Data,2.5e+01,1e+01,1.5e+01,1e+01,5e+00,Keserwan_District,Mount_Lebanon_Governorate,Beqaata Kanaan,Educational_Level-Lebanon-2023
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Berbara+Aakkar,https://impact.cib.gov.lb/home#open_data_section,nan,2e+00,0e+00,1e+00,Impact Open Data,2e+01,7e+01,2e+00,4e+00,1e+00,Akkar_District,Akkar_Governorate,Berbara Aakkar,Educational_Level-Lebanon-2023
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Berbara+Jbeil,https://impact.cib.gov.lb/home#open_data_section,nan,5e+00,1e+00,3e+01,Impact Open Data,3e+01,1e+01,1e+01,1e+01,5e+00,Byblos_District,Mount_Lebanon_Governorate,Berbara Jbeil,Educational_Level-Lebanon-2023
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Berhalioun,https://impact.cib.gov.lb/home#open_data_section,nan,NaN,NaN,NaN,Impact Open Data,NaN,NaN,NaN,NaN,NaN,Bsharri_District,North_Governorate,Berhalioun,Educational_Level-Lebanon-2023
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Berti,https://impact.cib.gov.lb/home#open_data_section,nan,0e+00,0e+00,2e+01,Impact Open Data,2e+01,1e+01,2e+01,1e+01,2e+01,Sidon_District,South_Governorate,Berti,Educational_Level-Lebanon-2023
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Beslouqit,https://impact.cib.gov.lb/home#open_data_section,nan,0e+00,1.5e+01,2e+01,Impact Open Data,2e+01,2e+01,1.8e+01,2e+01,2e+00,Zgharta_District,North_Governorate,Beslouqit,Educational_Level-Lebanon-2023
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Besri+Jezzine,https://impact.cib.gov.lb/home#open_data_section,nan,0e+00,0e+00,2e+01,Impact Open Data,2.5e+01,2e+01,2e+01,1e+01,5e+00,Jezzine_District,South_Governorate,Besri Jezzine,Educational_Level-Lebanon-2023
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Bestiyat,https://impact.cib.gov.lb/home#open_data_section,nan,0e+00,0e+00,0e+00,Impact Open Data,0e+00,0e+00,0e+00,0e+00,0e+00,Tyre_District,South_Governorate,Bestiyat,Educational_Level-Lebanon-2023
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Bezbina,https://impact.cib.gov.lb/home#open_data_section,nan,0e+00,0e+00,4e+01,Impact Open Data,1.5e+01,2e+01,4e+00,2e+01,1e+00,Akkar_District,Akkar_Governorate,Bezbina,Educational_Level-Lebanon-2023
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Bhamdoun+Ed-Dayaa,https://impact.cib.gov.lb/home#open_data_section,nan,NaN,NaN,NaN,Impact Open Data,NaN,NaN,NaN,NaN,NaN,Aley_District,Mount_Lebanon_Governorate,Bhamdoun Ed-Dayaa,Educational_Level-Lebanon-2023
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Bhamdoun+El-Mhatta,https://impact.cib.gov.lb/home#open_data_section,nan,0e+00,0e+00,3e+01,Impact Open Data,2.5e+01,2.8e+01,7e+00,5e+00,5e+00,Aley_District,Mount_Lebanon_Governorate,Bhamdoun El-Mhatta,Educational_Level-Lebanon-2023
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Bhersaf,https://impact.cib.gov.lb/home#open_data_section,nan,5e+00,0e+00,2e+01,Impact Open Data,2e+01,2e+01,5e+00,2e+01,1e+01,Matn_District,Mount_Lebanon_Governorate,Bhersaf,Educational_Level-Lebanon-2023
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Bichtlida,https://impact.cib.gov.lb/home#open_data_section,nan,0e+00,1e+00,5e+00,Impact Open Data,5e+00,3.5e+01,1e+01,4e+01,5e+00,Byblos_District,Mount_Lebanon_Governorate,Bichtlida,Educational_Level-Lebanon-2023
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Bijdarfil,https://impact.cib.gov.lb/home#open_data_section,nan,0e+00,0e+00,3e+01,Impact Open Data,2.3e+01,1.5e+01,2e+01,1e+01,2e+00,Batroun_District,North_Governorate,Bijdarfil,Educational_Level-Lebanon-2023
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Bikfaya,https://impact.cib.gov.lb/home#open_data_section,nan,NaN,NaN,NaN,Impact Open Data,NaN,NaN,NaN,NaN,NaN,Matn_District,Mount_Lebanon_Governorate,Bikfaya,Educational_Level-Lebanon-2023
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Binnay,https://impact.cib.gov.lb/home#open_data_section,nan,1e+00,2e+00,2e+01,Impact Open Data,2e+01,2.5e+01,1e+01,2e+01,4e+00,Aley_District,Mount_Lebanon_Governorate,Binnay,Educational_Level-Lebanon-2023
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Bintaael,https://impact.cib.gov.lb/home#open_data_section,nan,2e+00,0e+00,2e+01,Impact Open Data,1e+01,2.5e+01,2e+00,2.5e+01,1.6e+01,Byblos_District,Mount_Lebanon_Governorate,Bintaael,Educational_Level-Lebanon-2023
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Biret+Aakkar,https://impact.cib.gov.lb/home#open_data_section,nan,5e+00,1.5e+01,1e+01,Impact Open Data,2e+01,2e+01,1e+01,3e+01,5e+00,Akkar_District,Akkar_Governorate,Biret Aakkar,Educational_Level-Lebanon-2023
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Biret+Rachaya,https://impact.cib.gov.lb/home#open_data_section,nan,1e+01,2.7e+01,5e+00,Impact Open Data,1e+01,3e+01,3e+00,4e+01,2e+00,Rashaya_District,Beqaa_Governorate,Biret Rachaya,Educational_Level-Lebanon-2023
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Bisrin,https://impact.cib.gov.lb/home#open_data_section,nan,0e+00,0e+00,3e+01,Impact Open Data,1e+01,0e+00,4e+01,0e+00,2e+01,Aley_District,Mount_Lebanon_Governorate,Bisrin,Educational_Level-Lebanon-2023
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Bissariyeh,https://impact.cib.gov.lb/home#open_data_section,nan,5e+00,3e+00,2e+01,Impact Open Data,2e+01,1e+01,2e+01,5e+00,2e+01,Sidon_District,South_Governorate,Bissariyeh,Educational_Level-Lebanon-2023
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Biyad,https://impact.cib.gov.lb/home#open_data_section,nan,NaN,NaN,NaN,Impact Open Data,NaN,NaN,NaN,NaN,NaN,Tyre_District,South_Governorate,Biyad,Educational_Level-Lebanon-2023
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Bizhel,https://impact.cib.gov.lb/home#open_data_section,nan,0e+00,0e+00,5e+00,Impact Open Data,2e+01,2e+01,1e+01,4.5e+01,0e+00,Keserwan_District,Mount_Lebanon_Governorate,Bizhel,Educational_Level-Lebanon-2023
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Bkassine,https://impact.cib.gov.lb/home#open_data_section,nan,5e-01,5e-01,5.5e+01,Impact Open Data,1e+01,1.2e+01,1e+01,1e+01,2.5e+00,Jezzine_District,South_Governorate,Bkassine,Educational_Level-Lebanon-2023
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Bkeftine,https://impact.cib.gov.lb/home#open_data_section,nan,1e+00,5e+00,1e+01,Impact Open Data,2e+01,3e+01,1e+01,2.8e+01,1e+00,Koura_District,North_Governorate,Bkeftine,Educational_Level-Lebanon-2023
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Bkhichtay,https://impact.cib.gov.lb/home#open_data_section,nan,3e+00,0e+00,3.5e+01,Impact Open Data,1e+01,1e+01,3e+00,3.5e+01,4e+00,Aley_District,Mount_Lebanon_Governorate,Bkhichtay,Educational_Level-Lebanon-2023
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Blaouza,https://impact.cib.gov.lb/home#open_data_section,nan,5e+00,0e+00,2e+01,Impact Open Data,5e+00,4.8e+01,1e+01,1e+01,2e+00,Bsharri_District,North_Governorate,Blaouza,Educational_Level-Lebanon-2023
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Blat+Marjaayoun,https://impact.cib.gov.lb/home#open_data_section,nan,NaN,NaN,NaN,Impact Open Data,NaN,NaN,NaN,NaN,NaN,Marjeyoun_District,Nabatieh_Governorate,Blat Marjaayoun,Educational_Level-Lebanon-2023
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Blaybel,https://impact.cib.gov.lb/home#open_data_section,nan,0e+00,0e+00,2e+01,Impact Open Data,2e+01,2.8e+01,2e+00,2.5e+01,5e+00,Aley_District,Mount_Lebanon_Governorate,Blaybel,Educational_Level-Lebanon-2023
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Blida,https://impact.cib.gov.lb/home#open_data_section,nan,1e+01,5e+00,2e+01,Impact Open Data,2e+01,2e+01,5e+00,2e+01,5e+00,Marjeyoun_District,Nabatieh_Governorate,Blida,Educational_Level-Lebanon-2023
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Bmahray,https://impact.cib.gov.lb/home#open_data_section,nan,5e+00,0e+00,1e+01,Impact Open Data,2.5e+01,2.5e+01,1e+01,2e+01,5e+00,Aley_District,Mount_Lebanon_Governorate,Bmahray,Educational_Level-Lebanon-2023
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Bmakine,https://impact.cib.gov.lb/home#open_data_section,nan,2e+01,0e+00,2e+00,Impact Open Data,1e+01,8e+00,1e+01,5e+01,0e+00,Aley_District,Mount_Lebanon_Governorate,Bmakine,Educational_Level-Lebanon-2023
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Bmaryam,https://impact.cib.gov.lb/home#open_data_section,nan,0e+00,1e+01,2e+01,Impact Open Data,1.5e+01,3e+01,1e+01,2e+01,5e+00,Baabda_District,Mount_Lebanon_Governorate,Bmaryam,Educational_Level-Lebanon-2023
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Bnaafoul,https://impact.cib.gov.lb/home#open_data_section,nan,1e+00,5e+00,1.3e+01,Impact Open Data,2e+01,5e+01,4e+00,1e+01,2e+00,Sidon_District,South_Governorate,Bnaafoul,Educational_Level-Lebanon-2023
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Bnabil,https://impact.cib.gov.lb/home#open_data_section,nan,1e+01,0e+00,1e+01,Impact Open Data,1e+01,1.5e+01,2e+00,1e+01,5e+00,Matn_District,Mount_Lebanon_Governorate,Bnabil,Educational_Level-Lebanon-2023
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Bnehran,https://impact.cib.gov.lb/home#open_data_section,nan,3e+00,5e+00,1.7e+01,Impact Open Data,1.5e+01,2.2e+01,2.5e+01,1.5e+01,3e+00,Koura_District,North_Governorate,Bnehran,Educational_Level-Lebanon-2023
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Bnoueiti,https://impact.cib.gov.lb/home#open_data_section,nan,5e+00,0e+00,2e+01,Impact Open Data,2e+01,1.5e+01,1e+01,2.5e+01,5e+00,Chouf_District,Mount_Lebanon_Governorate,Bnoueiti,Educational_Level-Lebanon-2023
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Bohayra,https://impact.cib.gov.lb/home#open_data_section,nan,NaN,NaN,NaN,Impact Open Data,NaN,NaN,NaN,NaN,NaN,Zgharta_District,North_Governorate,Bohayra,Educational_Level-Lebanon-2023
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Bohwara,https://impact.cib.gov.lb/home#open_data_section,nan,0e+00,0e+00,1e+01,Impact Open Data,4.5e+01,3.5e+01,0e+00,1e+01,0e+00,Aley_District,Mount_Lebanon_Governorate,Bohwara,Educational_Level-Lebanon-2023
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Borj+Aakkar,https://impact.cib.gov.lb/home#open_data_section,nan,0e+00,0e+00,3e+01,Impact Open Data,2.5e+01,2e+01,1e+01,1e+01,5e+00,Akkar_District,Akkar_Governorate,Borj Aakkar,Educational_Level-Lebanon-2023
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Borj+El-Moulouk,https://impact.cib.gov.lb/home#open_data_section,nan,0e+00,0e+00,1.5e+01,Impact Open Data,2e+01,1.5e+01,5e+00,2e+01,2.5e+01,Marjeyoun_District,Nabatieh_Governorate,Borj El-Moulouk,Educational_Level-Lebanon-2023
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Borj+El-Yahoudiyeh,https://impact.cib.gov.lb/home#open_data_section,nan,2e+00,2e+00,1e+01,Impact Open Data,2e+01,3e+01,3e+01,7e+00,1e+00,MiniyehâDanniyeh_District,North_Governorate,Borj El-Yahoudiyeh,Educational_Level-Lebanon-2023
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Educational_Level-Borj+En-Naqoura,https://impact.cib.gov.lb/home#open_data_section,nan,3.5e+01,5e+00,5e+00,Impact Open Data,8e+00,2.5e+01,5e+00,2e+01,2e+00,Tyre_District,South_Governorate,Borj En-Naqoura,Educational_Level-Lebanon-2023
